reward,A,seed,opponent,wr,wins,episodes,mean_path_len,mean_dist
R7_kitchen_sink,0.1,7,anchor_R7_A00,0.2,6,30,36.4506950378418,11.479648207633655
R7_kitchen_sink,0.1,7,anchor_R7_A50,0.1333333333333333,4,30,39.750953674316406,16.00789513795996
R7_kitchen_sink,0.1,7,own,1.0,30,30,16.68427848815918,4.488750424911705
R7_kitchen_sink,0.1,8,anchor_R4_A00,1.0,30,30,17.25455665588379,4.502331402774486
R7_kitchen_sink,0.1,8,anchor_R4_A50,0.8333333333333334,25,30,37.4654541015625,9.95786221355886
R7_kitchen_sink,0.1,8,anchor_R7_A00,1.0,30,30,18.76338005065918,4.385639475235503
R7_kitchen_sink,0.1,8,anchor_R7_A50,0.9333333333333332,28,30,21.321901321411133,6.820725120504646
R7_kitchen_sink,0.1,8,own,1.0,30,30,19.09544944763184,5.027457643107031
R7_kitchen_sink,0.1,9,anchor_R4_A00,0.9666666666666668,29,30,28.00448036193848,7.083145304618822
R7_kitchen_sink,0.1,9,anchor_R4_A50,0.2666666666666666,8,30,37.511962890625,12.03766400037035
R7_kitchen_sink,0.1,9,anchor_R7_A00,1.0,30,30,19.910818099975582,5.354890040491845
R7_kitchen_sink,0.1,9,anchor_R7_A50,0.3333333333333333,10,30,32.075870513916016,8.495581692405151
R7_kitchen_sink,0.1,9,own,1.0,30,30,17.26248550415039,4.26549525966562
R7_kitchen_sink,0.25,0,anchor_R4_A00,1.0,30,30,17.50814437866211,5.442499002356491
R7_kitchen_sink,0.25,0,anchor_R4_A50,0.9666666666666668,29,30,29.252174377441406,6.029390161924779
R7_kitchen_sink,0.25,0,anchor_R7_A00,1.0,30,30,23.759008407592773,7.07903393731552
R7_kitchen_sink,0.25,0,anchor_R7_A50,1.0,30,30,16.064599990844727,4.486636777653573
R7_kitchen_sink,0.25,0,own,1.0,30,30,18.138811111450195,4.705927434791941
R7_kitchen_sink,0.25,1,anchor_R4_A00,1.0,30,30,22.74100112915039,4.375792242811843
R7_kitchen_sink,0.25,1,anchor_R4_A50,1.0,30,30,26.07892799377441,7.708652317202908
R7_kitchen_sink,0.25,1,anchor_R7_A00,1.0,30,30,12.655928611755373,3.942042748864431
R7_kitchen_sink,0.25,1,anchor_R7_A50,1.0,30,30,26.609468460083008,6.456299870736971
R7_kitchen_sink,0.25,1,own,1.0,30,30,16.25631332397461,4.763601519491829
R7_kitchen_sink,0.25,2,anchor_R4_A00,0.3,9,30,46.35898208618164,9.931590681358616
R7_kitchen_sink,0.25,2,anchor_R4_A50,0.1333333333333333,4,30,37.24800109863281,7.138567990802583
R7_kitchen_sink,0.25,2,anchor_R7_A00,0.2666666666666666,8,30,29.92542839050293,9.787134838591522
R7_kitchen_sink,0.25,2,anchor_R7_A50,1.0,30,30,20.26496696472168,4.580285116151102
R7_kitchen_sink,0.25,2,own,1.0,30,30,17.443883895874023,4.271353734951168
R7_kitchen_sink,0.25,3,anchor_R4_A00,0.2,6,30,43.517574310302734,14.233892767312256
R7_kitchen_sink,0.25,3,anchor_R4_A50,1.0,30,30,20.29099464416504,4.472951636934543
R7_kitchen_sink,0.25,3,anchor_R7_A00,0.1666666666666666,5,30,38.712501525878906,15.035324554020614
R7_kitchen_sink,0.25,3,anchor_R7_A50,1.0,30,30,21.85717010498047,7.235726420263557
R7_kitchen_sink,0.25,3,own,1.0,30,30,17.90436553955078,4.844266693107153
R7_kitchen_sink,0.25,4,anchor_R4_A00,0.8666666666666667,26,30,28.73987579345703,5.689713298016211
R7_kitchen_sink,0.25,4,anchor_R4_A50,1.0,30,30,21.86983299255371,5.5750666767119945
R7_kitchen_sink,0.25,4,anchor_R7_A00,0.9333333333333332,28,30,26.20081901550293,7.007045777523275
R7_kitchen_sink,0.25,4,anchor_R7_A50,1.0,30,30,25.189023971557617,8.184241824016928
R7_kitchen_sink,0.25,4,own,1.0,30,30,17.725645065307617,4.365806458850239
R7_kitchen_sink,0.25,5,anchor_R4_A00,0.9666666666666668,29,30,26.60874366760254,8.483191627383809
R7_kitchen_sink,0.25,5,anchor_R4_A50,1.0,30,30,24.63779640197754,6.053385868974694
R7_kitchen_sink,0.25,5,anchor_R7_A00,0.9666666666666668,29,30,23.21006965637207,8.924257010121245
R7_kitchen_sink,0.25,5,anchor_R7_A50,1.0,30,30,18.306623458862305,4.830182206292694
R7_kitchen_sink,0.25,5,own,1.0,30,30,16.295589447021484,4.457179383641257
R7_kitchen_sink,0.25,6,anchor_R4_A00,0.1333333333333333,4,30,45.96746444702149,12.334089515509428
